X Y Theta DesX DesY DesTheta 
0.0 0.0 0.0 0.0 0.0 0.261799387799
0.0 0.0 0.0213713785958 0.0 0.0 0.261799387799
0.0 0.0 0.0409618089754 0.0 0.0 0.261799387799
0.0 0.0 0.0587712911386 0.0 0.0 0.261799387799
0.0 0.0 0.0747998250855 0.0 0.0 0.261799387799
0.0 0.0 0.0908283590324 0.0 0.0 0.261799387799
0.0 0.0 0.105075944763 0.0 0.0 0.261799387799
0.0 0.0 0.117542582277 0.0 0.0 0.261799387799
0.0 0.0 0.130009219791 0.0 0.0 0.261799387799
0.0 0.0 0.140694909089 0.0 0.0 0.261799387799
0.0 0.0 0.149599650171 0.0 0.0 0.261799387799
0.0 0.0 0.158504391253 0.0 0.0 0.261799387799
0.0 0.0 0.167409132334 0.0 0.0 0.261799387799
0.0 0.0 0.174532925199 0.0 0.0 0.261799387799
0.0 0.0 0.181656718065 0.0 0.0 0.261799387799
0.0 0.0 0.186999562714 0.0 0.0 0.261799387799
0.0 0.0 0.192342407363 0.0 0.0 0.261799387799
0.0 0.0 0.197685252012 0.0 0.0 0.261799387799
0.0 0.0 0.203028096661 0.0 0.0 0.261799387799
0.0 0.0 0.206589993093 0.0 0.0 0.261799387799
0.0 0.0 0.210151889526 0.0 0.0 0.261799387799
0.0 0.0 0.213713785958 0.0 0.0 0.261799387799
0.0 0.0 0.217275682391 0.0 0.0 0.261799387799
0.0 0.0 0.220837578824 0.0 0.0 0.261799387799
0.0 0.0 0.224399475256 0.0 0.0 0.261799387799
0.0 0.0 0.226180423473 0.0 0.0 0.261799387799
0.0 0.0 0.227961371689 0.0 0.0 0.261799387799
0.0 0.0 0.229742319905 0.0 0.0 0.261799387799
0.0 0.0 0.231523268122 0.0 0.0 0.261799387799
0.0 0.0 0.233304216338 0.0 0.0 0.261799387799
0.0 0.0 0.235085164554 0.0 0.0 0.261799387799
0.0 0.0 0.236866112771 0.0 0.0 0.261799387799
0.0 0.0 0.238647060987 0.0 0.0 0.261799387799
0.0 0.0 0.240428009203 0.0 0.0 0.261799387799
0.0 0.0 0.24220895742 0.0 0.0 0.261799387799
0.0 0.0 0.243989905636 0.0 0.0 0.261799387799
0.0 0.0 0.245770853852 0.0 0.0 0.261799387799
0.0 0.0 0.247551802069 0.0 0.0 0.261799387799
0.0 0.0 0.249332750285 0.0 0.0 0.261799387799
0.0 0.0 0.251113698501 0.0 0.0 0.261799387799
0.0 0.0 0.252894646718 0.0 0.0 0.261799387799
0.0 0.0 0.254675594934 0.0 0.0 0.261799387799
0.0 0.0 0.25645654315 0.0 0.0 0.261799387799
0.0 0.0 0.258237491367 0.0 0.0 0.261799387799
0.0 0.0 0.0 0.0 0.0 0.523598775598
0.0 0.0 0.044523705408 0.0 0.0 0.523598775598
0.0 0.0 0.0854855143834 0.0 0.0 0.523598775598
0.0 0.0 0.122885426926 0.0 0.0 0.523598775598
0.0 0.0 0.156723443036 0.0 0.0 0.523598775598
0.0 0.0 0.186999562714 0.0 0.0 0.523598775598
0.0 0.0 0.215494734175 0.0 0.0 0.523598775598
0.0 0.0 0.24220895742 0.0 0.0 0.523598775598
0.0 0.0 0.265361284232 0.0 0.0 0.523598775598
0.0 0.0 0.286732662828 0.0 0.0 0.523598775598
0.0 0.0 0.306323093207 0.0 0.0 0.523598775598
0.0 0.0 0.32413257537 0.0 0.0 0.523598775598
0.0 0.0 0.340161109317 0.0 0.0 0.523598775598
0.0 0.0 0.354408695048 0.0 0.0 0.523598775598
0.0 0.0 0.368656280778 0.0 0.0 0.523598775598
0.0 0.0 0.381122918293 0.0 0.0 0.523598775598
0.0 0.0 0.391808607591 0.0 0.0 0.523598775598
0.0 0.0 0.402494296888 0.0 0.0 0.523598775598
0.0 0.0 0.41139903797 0.0 0.0 0.523598775598
0.0 0.0 0.420303779052 0.0 0.0 0.523598775598
0.0 0.0 0.429208520133 0.0 0.0 0.523598775598
0.0 0.0 0.436332312999 0.0 0.0 0.523598775598
0.0 0.0 0.443456105864 0.0 0.0 0.523598775598
0.0 0.0 0.448798950513 0.0 0.0 0.523598775598
0.0 0.0 0.454141795162 0.0 0.0 0.523598775598
0.0 0.0 0.459484639811 0.0 0.0 0.523598775598
0.0 0.0 0.46482748446 0.0 0.0 0.523598775598
0.0 0.0 0.468389380892 0.0 0.0 0.523598775598
0.0 0.0 0.471951277325 0.0 0.0 0.523598775598
0.0 0.0 0.475513173758 0.0 0.0 0.523598775598
0.0 0.0 0.47907507019 0.0 0.0 0.523598775598
0.0 0.0 0.482636966623 0.0 0.0 0.523598775598
0.0 0.0 0.486198863056 0.0 0.0 0.523598775598
0.0 0.0 0.487979811272 0.0 0.0 0.523598775598
0.0 0.0 0.489760759488 0.0 0.0 0.523598775598
0.0 0.0 0.491541707705 0.0 0.0 0.523598775598
0.0 0.0 0.493322655921 0.0 0.0 0.523598775598
0.0 0.0 0.495103604137 0.0 0.0 0.523598775598
0.0 0.0 0.496884552353 0.0 0.0 0.523598775598
0.0 0.0 0.49866550057 0.0 0.0 0.523598775598
0.0 0.0 0.500446448786 0.0 0.0 0.523598775598
0.0 0.0 0.502227397002 0.0 0.0 0.523598775598
0.0 0.0 0.504008345219 0.0 0.0 0.523598775598
0.0 0.0 0.505789293435 0.0 0.0 0.523598775598
0.0 0.0 0.507570241651 0.0 0.0 0.523598775598
0.0 0.0 0.509351189868 0.0 0.0 0.523598775598
0.0 0.0 0.511132138084 0.0 0.0 0.523598775598
0.0 0.0 0.5129130863 0.0 0.0 0.523598775598
0.0 0.0 0.514694034517 0.0 0.0 0.523598775598
0.0 0.0 0.516474982733 0.0 0.0 0.523598775598
0.0 0.0 0.518255930949 0.0 0.0 0.523598775598
0.0 0.0 0.520036879166 0.0 0.0 0.523598775598
0.0 0.0 0.0 0.0 0.0 0.785398163397
0.0 0.0 0.0676760322202 0.0 0.0 0.785398163397
0.0 0.0 0.130009219791 0.0 0.0 0.785398163397
0.0 0.0 0.186999562714 0.0 0.0 0.785398163397
0.0 0.0 0.238647060987 0.0 0.0 0.785398163397
0.0 0.0 0.284951714611 0.0 0.0 0.785398163397
