X Y Theta DesX DesY DesTheta 
0.0 0.0 0.0 0.1 0.0 0.0
0.00209439510239 0.0 0.0 0.1 0.0 0.0
0.00418879020479 0.0 0.0 0.1 0.0 0.0
0.00628318530718 0.0 0.0 0.1 0.0 0.0
0.00837758040957 0.0 0.0 0.1 0.0 0.0
0.010471975512 0.0 0.0 0.1 0.0 0.0
0.0125663706144 0.0 0.0 0.1 0.0 0.0
0.0146607657168 0.0 0.0 0.1 0.0 0.0
0.0167551608191 0.0 0.0 0.1 0.0 0.0
0.0188495559215 0.0 0.0 0.1 0.0 0.0
0.0209439510239 0.0 0.0 0.1 0.0 0.0
0.0230383461263 0.0 0.0 0.1 0.0 0.0
0.0251327412287 0.0 0.0 0.1 0.0 0.0
0.0272271363311 0.0 0.0 0.1 0.0 0.0
0.0293215314335 0.0 0.0 0.1 0.0 0.0
0.0314159265359 0.0 0.0 0.1 0.0 0.0
0.0335103216383 0.0 0.0 0.1 0.0 0.0
0.0356047167407 0.0 0.0 0.1 0.0 0.0
0.0376991118431 0.0 0.0 0.1 0.0 0.0
0.0397935069455 0.0 0.0 0.1 0.0 0.0
0.0418879020479 0.0 0.0 0.1 0.0 0.0
0.0439822971503 0.0 0.0 0.1 0.0 0.0
0.0460766922527 0.0 0.0 0.1 0.0 0.0
0.048171087355 0.0 0.0 0.1 0.0 0.0
0.0502654824574 0.0 0.0 0.1 0.0 0.0
0.0523598775598 0.0 0.0 0.1 0.0 0.0
0.0544542726622 0.0 0.0 0.1 0.0 0.0
0.0565486677646 0.0 0.0 0.1 0.0 0.0
0.058643062867 0.0 0.0 0.1 0.0 0.0
0.0607374579694 0.0 0.0 0.1 0.0 0.0
0.0628318530718 0.0 0.0 0.1 0.0 0.0
0.0649262481742 0.0 0.0 0.1 0.0 0.0
0.0670206432766 0.0 0.0 0.1 0.0 0.0
0.069115038379 0.0 0.0 0.1 0.0 0.0
0.0712094334814 0.0 0.0 0.1 0.0 0.0
0.0733038285838 0.0 0.0 0.1 0.0 0.0
0.0753982236862 0.0 0.0 0.1 0.0 0.0
0.0774926187885 0.0 0.0 0.1 0.0 0.0
0.079456114197 0.0 0.0 0.1 0.0 0.0
0.0811578102177 0.0 0.0 0.1 0.0 0.0
0.0827286065445 0.0 0.0 0.1 0.0 0.0
0.0841685031774 0.0 0.0 0.1 0.0 0.0
0.0854775001164 0.0 0.0 0.1 0.0 0.0
0.0866555973615 0.0 0.0 0.1 0.0 0.0
0.0877027949127 0.0 0.0 0.1 0.0 0.0
0.0887499924639 0.0 0.0 0.1 0.0 0.0
0.0896662903212 0.0 0.0 0.1 0.0 0.0
0.0904516884846 0.0 0.0 0.1 0.0 0.0
0.0 0.0 0.0 0.2 0.0 0.0
0.00209439510239 0.0 0.0 0.2 0.0 0.0
0.00418879020479 0.0 0.0 0.2 0.0 0.0
0.00628318530718 0.0 0.0 0.2 0.0 0.0
0.00837758040957 0.0 0.0 0.2 0.0 0.0
0.010471975512 0.0 0.0 0.2 0.0 0.0
0.0125663706144 0.0 0.0 0.2 0.0 0.0
0.0146607657168 0.0 0.0 0.2 0.0 0.0
0.0167551608191 0.0 0.0 0.2 0.0 0.0
0.0188495559215 0.0 0.0 0.2 0.0 0.0
0.0209439510239 0.0 0.0 0.2 0.0 0.0
0.0230383461263 0.0 0.0 0.2 0.0 0.0
0.0251327412287 0.0 0.0 0.2 0.0 0.0
0.0272271363311 0.0 0.0 0.2 0.0 0.0
0.0293215314335 0.0 0.0 0.2 0.0 0.0
0.0314159265359 0.0 0.0 0.2 0.0 0.0
0.0335103216383 0.0 0.0 0.2 0.0 0.0
0.0356047167407 0.0 0.0 0.2 0.0 0.0
0.0376991118431 0.0 0.0 0.2 0.0 0.0
0.0397935069455 0.0 0.0 0.2 0.0 0.0
0.0418879020479 0.0 0.0 0.2 0.0 0.0
0.0439822971503 0.0 0.0 0.2 0.0 0.0
0.0460766922527 0.0 0.0 0.2 0.0 0.0
0.048171087355 0.0 0.0 0.2 0.0 0.0
0.0502654824574 0.0 0.0 0.2 0.0 0.0
0.0523598775598 0.0 0.0 0.2 0.0 0.0
0.0544542726622 0.0 0.0 0.2 0.0 0.0
0.0565486677646 0.0 0.0 0.2 0.0 0.0
0.058643062867 0.0 0.0 0.2 0.0 0.0
0.0607374579694 0.0 0.0 0.2 0.0 0.0
0.0628318530718 0.0 0.0 0.2 0.0 0.0
0.0649262481742 0.0 0.0 0.2 0.0 0.0
0.0670206432766 0.0 0.0 0.2 0.0 0.0
0.069115038379 0.0 0.0 0.2 0.0 0.0
0.0712094334814 0.0 0.0 0.2 0.0 0.0
0.0733038285838 0.0 0.0 0.2 0.0 0.0
0.0753982236862 0.0 0.0 0.2 0.0 0.0
0.0774926187885 0.0 0.0 0.2 0.0 0.0
0.0795870138909 0.0 0.0 0.2 0.0 0.0
0.0816814089933 0.0 0.0 0.2 0.0 0.0
0.0837758040957 0.0 0.0 0.2 0.0 0.0
0.0858701991981 0.0 0.0 0.2 0.0 0.0
0.0879645943005 0.0 0.0 0.2 0.0 0.0
0.0900589894029 0.0 0.0 0.2 0.0 0.0
0.0921533845053 0.0 0.0 0.2 0.0 0.0
0.0942477796077 0.0 0.0 0.2 0.0 0.0
0.0963421747101 0.0 0.0 0.2 0.0 0.0
0.0984365698125 0.0 0.0 0.2 0.0 0.0
0.100530964915 0.0 0.0 0.2 0.0 0.0
0.102625360017 0.0 0.0 0.2 0.0 0.0
0.10471975512 0.0 0.0 0.2 0.0 0.0
0.106814150222 0.0 0.0 0.2 0.0 0.0
0.108908545324 0.0 0.0 0.2 0.0 0.0
0.111002940427 0.0 0.0 0.2 0.0 0.0
0.113097335529 0.0 0.0 0.2 0.0 0.0
0.115191730632 0.0 0.0 0.2 0.0 0.0
0.117286125734 0.0 0.0 0.2 0.0 0.0
0.119380520836 0.0 0.0 0.2 0.0 0.0
0.121474915939 0.0 0.0 0.2 0.0 0.0
0.123569311041 0.0 0.0 0.2 0.0 0.0
0.125663706144 0.0 0.0 0.2 0.0 0.0
0.127758101246 0.0 0.0 0.2 0.0 0.0
0.129852496348 0.0 0.0 0.2 0.0 0.0
0.131946891451 0.0 0.0 0.2 0.0 0.0
0.134041286553 0.0 0.0 0.2 0.0 0.0
0.136135681656 0.0 0.0 0.2 0.0 0.0
0.138230076758 0.0 0.0 0.2 0.0 0.0
0.14032447186 0.0 0.0 0.2 0.0 0.0
0.142418866963 0.0 0.0 0.2 0.0 0.0
0.144513262065 0.0 0.0 0.2 0.0 0.0
0.146607657168 0.0 0.0 0.2 0.0 0.0
